timestamp, Grid, 0, Kitchen - Fridge 2, 0, Dining - Heating, 0, Kitchen - Freezer 2, 0, Kitchen - Fridge 1, 0, Kitchen - Heating, 0, Kitchen - Freezer 1, 0, Restrooms - Heating, 0, Office - Heating, 0
2023-11-28 14:00:00,11017387,0,865904,0,523390,0,3385007,0,363903,0,520245,0,3447658,0,518316,0,517597,0
2023-11-28 15:00:00,11020713,0,866200,0,523700,0,3385418,0,364005,0,520713,0,3448108,0,518876,0,518070,0
2023-11-28 16:00:00,11023621,0,866598,0,523997,0,3385782,0,364120,0,521155,0,3448383,0,519150,0,518383,0
2023-11-28 17:00:00,11024730,0,866628,0,524027,0,3386215,0,364150,0,521185,0,3448849,0,519180,0,518413,0
2023-11-28 18:00:00,11025925,0,866658,0,524057,0,3386664,0,364180,0,521215,0,3449384,0,519210,0,518443,0
2023-11-28 19:00:00,11026931,0,866688,0,524087,0,3386990,0,364210,0,521245,0,3449855,0,519240,0,518473,0
2023-11-28 20:00:00,11027857,0,866718,0,524117,0,3387311,0,364240,0,521275,0,3450250,0,519270,0,518503,0
2023-11-28 21:00:00,11029059,0,866748,0,524147,0,3387850,0,364270,0,521305,0,3450703,0,519300,0,518533,0
2023-11-28 22:00:00,11030314,0,866778,0,524177,0,3388332,0,364300,0,521335,0,3451266,0,519330,0,518563,0
2023-11-28 23:00:00,11031228,0,866808,0,524207,0,3388710,0,364330,0,521365,0,3451592,0,519360,0,518593,0
2023-11-29 00:00:00,11032343,0,866838,0,524237,0,3389250,0,364360,0,521395,0,3451956,0,519390,0,518623,0
2023-11-29 01:00:00,11033436,0,866868,0,524267,0,3389722,0,364390,0,521425,0,3452368,0,519420,0,518653,0
2023-11-29 02:00:00,11034659,0,866898,0,524297,0,3390205,0,364420,0,521455,0,3452898,0,519450,0,518683,0
2023-11-29 03:00:00,11035800,0,866928,0,524327,0,3390637,0,364450,0,521485,0,3453396,0,519480,0,518713,0
2023-11-29 04:00:00,11036720,0,866958,0,524357,0,3391018,0,364480,0,521515,0,3453726,0,519510,0,518743,0
2023-11-29 05:00:00,11038126,0,866988,0,524387,0,3391558,0,364510,0,521545,0,3454382,0,519540,0,518773,0
2023-11-29 06:00:00,11039125,0,867018,0,524417,0,3391923,0,364540,0,521575,0,3454806,0,519570,0,518803,0
2023-11-29 07:00:00,11040077,0,867048,0,524447,0,3392258,0,364570,0,521605,0,3455213,0,519600,0,518833,0
2023-11-29 08:00:00,11041113,0,867078,0,524477,0,3392699,0,364600,0,521635,0,3455597,0,519630,0,518863,0
2023-11-29 09:00:00,11045386,0,867483,0,525001,0,3393278,0,364745,0,522105,0,3456212,0,520184,0,519321,0
2023-11-29 10:00:00,11048999,0,868093,0,525430,0,3393640,0,364862,0,522436,0,3456666,0,520632,0,519753,0
2023-11-29 11:00:00,11051786,0,868366,0,525724,0,3394033,0,364940,0,522710,0,3457178,0,520914,0,520093,0
2023-11-29 12:00:00,11052873,0,868396,0,525754,0,3394486,0,364970,0,522740,0,3457601,0,520944,0,520123,0
2023-11-29 13:00:00,11054110,0,868426,0,525784,0,3395007,0,365000,0,522770,0,3458108,0,520974,0,520153,0
2023-11-29 14:00:00,11055404,0,868471,0,525844,0,3395490,0,365040,0,522847,0,3458548,0,521009,0,520193,0
2023-11-29 15:00:00,11058630,0,868909,0,526139,0,3395738,0,365177,0,523390,0,3458924,0,521445,0,520537,0
2023-11-29 16:00:00,11062575,0,869430,0,526679,0,3396159,0,365285,0,523826,0,3459378,0,521971,0,520942,0
2023-11-29 17:00:00,11063700,0,869460,0,526709,0,3396613,0,365315,0,523856,0,3459839,0,522001,0,520972,0
2023-11-29 18:00:00,11064533,0,869490,0,526739,0,3396938,0,365345,0,523886,0,3460138,0,522031,0,521002,0
2023-11-29 19:00:00,11065672,0,869520,0,526769,0,3397426,0,365375,0,523916,0,3460578,0,522061,0,521032,0
2023-11-29 20:00:00,11066841,0,869550,0,526799,0,3397925,0,365405,0,523946,0,3461038,0,522091,0,521062,0
2023-11-29 21:00:00,11067863,0,869580,0,526829,0,3398243,0,365435,0,523976,0,3461532,0,522121,0,521092,0
2023-11-29 22:00:00,11069067,0,869610,0,526859,0,3398771,0,365465,0,524006,0,3461998,0,522151,0,521122,0
2023-11-29 23:00:00,11070092,0,869640,0,526889,0,3399100,0,365495,0,524036,0,3462485,0,522181,0,521152,0
2023-11-30 00:00:00,11070995,0,869670,0,526919,0,3399464,0,365525,0,524066,0,3462813,0,522211,0,521182,0
2023-11-30 01:00:00,11071892,0,869700,0,526949,0,3399833,0,365555,0,524096,0,3463131,0,522241,0,521212,0
2023-11-30 02:00:00,11072830,0,869730,0,526979,0,3400289,0,365585,0,524126,0,3463402,0,522271,0,521242,0
2023-11-30 03:00:00,11074079,0,869760,0,527009,0,3400843,0,365615,0,524156,0,3463889,0,522301,0,521272,0
2023-11-30 04:00:00,11074928,0,869790,0,527039,0,3401125,0,365645,0,524186,0,3464245,0,522331,0,521302,0
2023-11-30 05:00:00,11076137,0,869820,0,527069,0,3401679,0,365675,0,524216,0,3464689,0,522361,0,521332,0
2023-11-30 06:00:00,11077134,0,869850,0,527099,0,3402053,0,365705,0,524246,0,3465103,0,522391,0,521362,0
2023-11-30 07:00:00,11078269,0,869880,0,527129,0,3402480,0,365735,0,524276,0,3465601,0,522421,0,521392,0
2023-11-30 08:00:00,11079309,0,869910,0,527159,0,3402815,0,365765,0,524306,0,3466097,0,522451,0,521422,0
2023-11-30 09:00:00,11083169,0,870234,0,527590,0,3403155,0,365867,0,524840,0,3466544,0,523069,0,521896,0
2023-11-30 10:00:00,11086824,0,870842,0,527989,0,3403554,0,365981,0,525080,0,3466928,0,523536,0,522273,0
2023-11-30 11:00:00,11089123,0,871165,0,528214,0,3403839,0,366062,0,525403,0,3467146,0,523806,0,522471,0
2023-11-30 12:00:00,11089994,0,871195,0,528244,0,3404167,0,366092,0,525433,0,3467479,0,523836,0,522501,0
2023-11-30 13:00:00,11091207,0,871225,0,528274,0,3404740,0,366122,0,525463,0,3467908,0,523866,0,522531,0
2023-11-30 14:00:00,11092553,0,871266,0,528346,0,3405268,0,366154,0,525532,0,3468384,0,523910,0,522572,0
2023-11-30 15:00:00,11096164,0,871663,0,528815,0,3405678,0,366260,0,525995,0,3468809,0,524381,0,523066,0
2023-11-30 16:00:00,11099371,0,872137,0,529155,0,3405983,0,366369,0,526436,0,3469199,0,524711,0,523524,0
2023-11-30 17:00:00,11100312,0,872167,0,529185,0,3406410,0,366399,0,526466,0,3469505,0,524741,0,523554,0
2023-11-30 18:00:00,11101370,0,872197,0,529215,0,3406928,0,366429,0,526496,0,3469834,0,524771,0,523584,0
2023-11-30 19:00:00,11102099,0,872227,0,529245,0,3407190,0,366459,0,526526,0,3470091,0,524801,0,523614,0
2023-11-30 20:00:00,11103226,0,872257,0,529275,0,3407711,0,366489,0,526556,0,3470487,0,524831,0,523644,0
2023-11-30 21:00:00,11104124,0,872287,0,529305,0,3408093,0,366519,0,526586,0,3470793,0,524861,0,523674,0
2023-11-30 22:00:00,11105266,0,872317,0,529335,0,3408667,0,366549,0,526616,0,3471150,0,524891,0,523704,0
2023-11-30 23:00:00,11106359,0,872347,0,529365,0,3409094,0,366579,0,526646,0,3471608,0,524921,0,523734,0
2023-12-01 00:00:00,11107575,0,872377,0,529395,0,3409575,0,366609,0,526676,0,3472131,0,524951,0,523764,0
2023-12-01 01:00:00,11108386,0,872407,0,529425,0,3409911,0,366639,0,526706,0,3472397,0,524981,0,523794,0
2023-12-01 02:00:00,11109441,0,872437,0,529455,0,3410355,0,366669,0,526736,0,3472799,0,525011,0,523824,0
2023-12-01 03:00:00,11110520,0,872467,0,529485,0,3410774,0,366699,0,526766,0,3473248,0,525041,0,523854,0
2023-12-01 04:00:00,11111540,0,872497,0,529515,0,3411120,0,366729,0,526796,0,3473711,0,525071,0,523884,0
2023-12-01 05:00:00,11112603,0,872527,0,529545,0,3411535,0,366759,0,526826,0,3474150,0,525101,0,523914,0
2023-12-01 06:00:00,11113595,0,872557,0,529575,0,3411903,0,366789,0,526856,0,3474565,0,525131,0,523944,0
2023-12-01 07:00:00,11115005,0,872587,0,529605,0,3412599,0,366819,0,526886,0,3475068,0,525161,0,523974,0
2023-12-01 08:00:00,11116192,0,872617,0,529635,0,3413048,0,366849,0,526916,0,3475597,0,525191,0,524004,0
2023-12-01 09:00:00,11119644,0,872980,0,529923,0,3413465,0,366955,0,527214,0,3475991,0,525837,0,524461,0
2023-12-01 10:00:00,11123370,0,873602,0,530515,0,3413793,0,367087,0,527702,0,3476494,0,526216,0,524747,0
2023-12-01 11:00:00,11125981,0,873841,0,530777,0,3414144,0,367178,0,528065,0,3476902,0,526585,0,524981,0
2023-12-01 12:00:00,11126997,0,873871,0,530807,0,3414469,0,367208,0,528095,0,3477383,0,526615,0,525011,0
2023-12-01 13:00:00,11127885,0,873901,0,530837,0,3414779,0,367238,0,528125,0,3477750,0,526645,0,525041,0
2023-12-01 14:00:00,11128933,0,874012,0,530948,0,3415066,0,367273,0,528164,0,3478078,0,526689,0,525090,0
2023-12-01 15:00:00,11132562,0,874336,0,531327,0,3415473,0,367378,0,528735,0,3478493,0,527214,0,525473,0
2023-12-01 16:00:00,11135847,0,874746,0,531724,0,3415772,0,367512,0,529182,0,3478773,0,527677,0,525920,0
2023-12-01 17:00:00,11136996,0,874776,0,531754,0,3416347,0,367542,0,529212,0,3479139,0,527707,0,525950,0
2023-12-01 18:00:00,11137849,0,874806,0,531784,0,3416738,0,367572,0,529242,0,3479390,0,527737,0,525980,0
2023-12-01 19:00:00,11138930,0,874836,0,531814,0,3417216,0,367602,0,529272,0,3479783,0,527767,0,526010,0
2023-12-01 20:00:00,11139876,0,874866,0,531844,0,3417598,0,367632,0,529302,0,3480136,0,527797,0,526040,0
2023-12-01 21:00:00,11140961,0,874896,0,531874,0,3418083,0,367662,0,529332,0,3480527,0,527827,0,526070,0
2023-12-01 22:00:00,11142067,0,874926,0,531904,0,3418460,0,367692,0,529362,0,3481046,0,527857,0,526100,0
2023-12-01 23:00:00,11143119,0,874956,0,531934,0,3418848,0,367722,0,529392,0,3481500,0,527887,0,526130,0
2023-12-02 00:00:00,11144220,0,874986,0,531964,0,3419309,0,367752,0,529422,0,3481930,0,527917,0,526160,0
2023-12-02 01:00:00,11145320,0,875016,0,531994,0,3419716,0,367782,0,529452,0,3482412,0,527947,0,526190,0
2023-12-02 02:00:00,11146533,0,875046,0,532024,0,3420173,0,367812,0,529482,0,3482958,0,527977,0,526220,0
2023-12-02 03:00:00,11147681,0,875076,0,532054,0,3420569,0,367842,0,529512,0,3483501,0,528007,0,526250,0
2023-12-02 04:00:00,11148709,0,875106,0,532084,0,3420997,0,367872,0,529542,0,3483891,0,528037,0,526280,0
2023-12-02 05:00:00,11149884,0,875136,0,532114,0,3421454,0,367902,0,529572,0,3484399,0,528067,0,526310,0
2023-12-02 06:00:00,11150837,0,875166,0,532144,0,3421846,0,367932,0,529602,0,3484749,0,528097,0,526340,0
2023-12-02 07:00:00,11151956,0,875196,0,532174,0,3422203,0,367962,0,529632,0,3485302,0,528127,0,526370,0
2023-12-02 08:00:00,11153068,0,875226,0,532204,0,3422645,0,367992,0,529662,0,3485762,0,528157,0,526400,0
2023-12-02 09:00:00,11156206,0,875691,0,532494,0,3423051,0,368084,0,530072,0,3486143,0,528507,0,526850,0
2023-12-02 10:00:00,11160106,0,876206,0,533044,0,3423558,0,368209,0,530461,0,3486658,0,528926,0,527270,0
2023-12-02 11:00:00,11163030,0,876562,0,533209,0,3423982,0,368279,0,530747,0,3487239,0,529320,0,527540,0
2023-12-02 12:00:00,11164116,0,876592,0,533239,0,3424360,0,368309,0,530777,0,3487738,0,529350,0,527570,0
2023-12-02 13:00:00,11165259,0,876622,0,533269,0,3424647,0,368339,0,530807,0,3488384,0,529380,0,527600,0
2023-12-02 14:00:00,11166451,0,876712,0,533357,0,3425143,0,368382,0,530876,0,3488595,0,529491,0,527640,0
2023-12-02 15:00:00,11169551,0,877127,0,533704,0,3425604,0,368470,0,531190,0,3489133,0,529805,0,527927,0
2023-12-02 16:00:00,11173236,0,877581,0,534242,0,3425971,0,368585,0,531508,0,3489644,0,530398,0,528387,0
2023-12-02 17:00:00,11174066,0,877611,0,534272,0,3426211,0,368615,0,531538,0,3490025,0,530428,0,528417,0
2023-12-02 18:00:00,11175238,0,877641,0,534302,0,3426637,0,368645,0,531568,0,3490561,0,530458,0,528447,0
2023-12-02 19:00:00,11176211,0,877671,0,534332,0,3427014,0,368675,0,531598,0,3490947,0,530488,0,528477,0
2023-12-02 20:00:00,11177195,0,877701,0,534362,0,3427313,0,368705,0,531628,0,3491421,0,530518,0,528507,0
2023-12-02 21:00:00,11178497,0,877731,0,534392,0,3427883,0,368735,0,531658,0,3491943,0,530548,0,528537,0
2023-12-02 22:00:00,11179520,0,877761,0,534422,0,3428236,0,368765,0,531688,0,3492404,0,530578,0,528567,0
2023-12-02 23:00:00,11180603,0,877791,0,534452,0,3428666,0,368795,0,531718,0,3492846,0,530608,0,528597,0
2023-12-03 00:00:00,11181600,0,877821,0,534482,0,3429015,0,368825,0,531748,0,3493285,0,530638,0,528627,0
2023-12-03 01:00:00,11182539,0,877851,0,534512,0,3429366,0,368855,0,531778,0,3493663,0,530668,0,528657,0
2023-12-03 02:00:00,11183633,0,877881,0,534542,0,3429895,0,368885,0,531808,0,3494018,0,530698,0,528687,0
2023-12-03 03:00:00,11184719,0,877911,0,534572,0,3430414,0,368915,0,531838,0,3494374,0,530728,0,528717,0
2023-12-03 04:00:00,11185947,0,877941,0,534602,0,3431029,0,368945,0,531868,0,3494778,0,530758,0,528747,0
2023-12-03 05:00:00,11187016,0,877971,0,534632,0,3431385,0,368975,0,531898,0,3495281,0,530788,0,528777,0
2023-12-03 06:00:00,11188249,0,878001,0,534662,0,3431870,0,369005,0,531928,0,3495819,0,530818,0,528807,0
2023-12-03 07:00:00,11189035,0,878031,0,534692,0,3432160,0,369035,0,531958,0,3496104,0,530848,0,528837,0
2023-12-03 08:00:00,11190169,0,878061,0,534722,0,3432591,0,369065,0,531988,0,3496598,0,530878,0,528867,0
2023-12-03 09:00:00,11193479,0,878388,0,535081,0,3432981,0,369163,0,532555,0,3496937,0,531255,0,529195,0
2023-12-03 10:00:00,11196952,0,878909,0,535480,0,3433374,0,369266,0,532989,0,3497354,0,531756,0,529426,0
2023-12-03 11:00:00,11199821,0,879160,0,535821,0,3433781,0,369359,0,533380,0,3497856,0,532080,0,529833,0
2023-12-03 12:00:00,11201035,0,879190,0,535851,0,3434333,0,369389,0,533410,0,3498308,0,532110,0,529863,0
2023-12-03 13:00:00,11202251,0,879220,0,535881,0,3434766,0,369419,0,533440,0,3498881,0,532140,0,529893,0
2023-12-03 14:00:00,11203314,0,879289,0,535925,0,3435048,0,369463,0,533533,0,3499261,0,532183,0,529965,0
2023-12-03 15:00:00,11207045,0,879868,0,536381,0,3435541,0,369590,0,534131,0,3499633,0,532623,0,530308,0
2023-12-03 16:00:00,11210103,0,880249,0,536824,0,3435899,0,369688,0,534468,0,3500125,0,532945,0,530752,0
2023-12-03 17:00:00,11211106,0,880279,0,536854,0,3436190,0,369718,0,534498,0,3500627,0,532975,0,530782,0
2023-12-03 18:00:00,11212183,0,880309,0,536884,0,3436615,0,369748,0,534528,0,3501068,0,533005,0,530812,0
2023-12-03 19:00:00,11213052,0,880339,0,536914,0,3436894,0,369778,0,534558,0,3501449,0,533035,0,530842,0
2023-12-03 20:00:00,11213946,0,880369,0,536944,0,3437127,0,369808,0,534588,0,3501899,0,533065,0,530872,0
2023-12-03 21:00:00,11214870,0,880399,0,536974,0,3437484,0,369838,0,534618,0,3502256,0,533095,0,530902,0
2023-12-03 22:00:00,11215937,0,880429,0,537004,0,3437918,0,369868,0,534648,0,3502680,0,533125,0,530932,0
2023-12-03 23:00:00,11216931,0,880459,0,537034,0,3438367,0,369898,0,534678,0,3503014,0,533155,0,530962,0
2023-12-04 00:00:00,11218116,0,880489,0,537064,0,3438864,0,369928,0,534708,0,3503493,0,533185,0,530992,0
2023-12-04 01:00:00,11219132,0,880519,0,537094,0,3439271,0,369958,0,534738,0,3503891,0,533215,0,531022,0
2023-12-04 02:00:00,11220059,0,880549,0,537124,0,3439611,0,369988,0,534768,0,3504269,0,533245,0,531052,0
2023-12-04 03:00:00,11221015,0,880579,0,537154,0,3440003,0,370018,0,534798,0,3504622,0,533275,0,531082,0
2023-12-04 04:00:00,11222269,0,880609,0,537184,0,3440403,0,370048,0,534828,0,3505266,0,533305,0,531112,0
2023-12-04 05:00:00,11223268,0,880639,0,537214,0,3440843,0,370078,0,534858,0,3505615,0,533335,0,531142,0
2023-12-04 06:00:00,11224500,0,880669,0,537244,0,3441277,0,370108,0,534888,0,3506203,0,533365,0,531172,0
2023-12-04 07:00:00,11225645,0,880699,0,537274,0,3441813,0,370138,0,534918,0,3506602,0,533395,0,531202,0
2023-12-04 08:00:00,11227027,0,880729,0,537304,0,3442421,0,370168,0,534948,0,3507166,0,533425,0,531232,0
2023-12-04 09:00:00,11229920,0,881122,0,537566,0,3442708,0,370264,0,535260,0,3507511,0,533914,0,531503,0
2023-12-04 10:00:00,11233812,0,881605,0,538032,0,3443176,0,370382,0,535741,0,3507985,0,534360,0,531977,0
2023-12-04 11:00:00,11236984,0,881936,0,538336,0,3443609,0,370471,0,536192,0,3508441,0,534764,0,532248,0
2023-12-04 12:00:00,11238179,0,881966,0,538366,0,3444056,0,370501,0,536222,0,3508980,0,534794,0,532278,0
2023-12-04 13:00:00,11239371,0,881996,0,538396,0,3444630,0,370531,0,536252,0,3509387,0,534824,0,532308,0
2023-12-04 14:00:00,11240773,0,882107,0,538436,0,3445123,0,370566,0,536298,0,3509853,0,534884,0,532414,0
2023-12-04 15:00:00,11244380,0,882504,0,538820,0,3445526,0,370677,0,536667,0,3510393,0,535419,0,532853,0
2023-12-04 16:00:00,11248129,0,882922,0,539322,0,3446050,0,370779,0,537053,0,3510808,0,536020,0,533259,0
2023-12-04 17:00:00,11249210,0,882952,0,539352,0,3446485,0,370809,0,537083,0,3511245,0,536050,0,533289,0
2023-12-04 18:00:00,11250409,0,882982,0,539382,0,3447079,0,370839,0,537113,0,3511639,0,536080,0,533319,0
2023-12-04 19:00:00,11251441,0,883012,0,539412,0,3447441,0,370869,0,537143,0,3512100,0,536110,0,533349,0
2023-12-04 20:00:00,11252565,0,883042,0,539442,0,3447911,0,370899,0,537173,0,3512544,0,536140,0,533379,0
2023-12-04 21:00:00,11253624,0,883072,0,539472,0,3448378,0,370929,0,537203,0,3512926,0,536170,0,533409,0
2023-12-04 22:00:00,11254518,0,883102,0,539502,0,3448715,0,370959,0,537233,0,3513273,0,536200,0,533439,0
2023-12-04 23:00:00,11255765,0,883132,0,539532,0,3449057,0,370989,0,537263,0,3513967,0,536230,0,533469,0
2023-12-05 00:00:00,11256790,0,883162,0,539562,0,3449557,0,371019,0,537293,0,3514283,0,536260,0,533499,0
2023-12-05 01:00:00,11257821,0,883192,0,539592,0,3450032,0,371049,0,537323,0,3514629,0,536290,0,533529,0
2023-12-05 02:00:00,11258935,0,883222,0,539622,0,3450397,0,371079,0,537353,0,3515168,0,536320,0,533559,0
2023-12-05 03:00:00,11259968,0,883252,0,539652,0,3450857,0,371109,0,537383,0,3515530,0,536350,0,533589,0
2023-12-05 04:00:00,11261008,0,883282,0,539682,0,3451192,0,371139,0,537413,0,3516025,0,536380,0,533619,0
2023-12-05 05:00:00,11261956,0,883312,0,539712,0,3451546,0,371169,0,537443,0,3516409,0,536410,0,533649,0
2023-12-05 06:00:00,11262744,0,883342,0,539742,0,3451741,0,371199,0,537473,0,3516793,0,536440,0,533679,0
2023-12-05 07:00:00,11263722,0,883372,0,539772,0,3452079,0,371229,0,537503,0,3517223,0,536470,0,533709,0
2023-12-05 08:00:00,11264975,0,883402,0,539802,0,3452620,0,371259,0,537533,0,3517724,0,536500,0,533739,0
2023-12-05 09:00:00,11268778,0,883817,0,540285,0,3453191,0,371360,0,538061,0,3518240,0,536932,0,534087,0
2023-12-05 10:00:00,11272161,0,884304,0,540711,0,3453625,0,371490,0,538520,0,3518693,0,537211,0,534419,0
2023-12-05 11:00:00,11274896,0,884574,0,541101,0,3453948,0,371568,0,538830,0,3519193,0,537555,0,534630,0
2023-12-05 12:00:00,11275984,0,884604,0,541131,0,3454395,0,371598,0,538860,0,3519625,0,537585,0,534660,0
2023-12-05 13:00:00,11277177,0,884634,0,541161,0,3454930,0,371628,0,538890,0,3520073,0,537615,0,534690,0
2023-12-05 14:00:00,11278453,0,884678,0,541209,0,3455429,0,371669,0,538959,0,3520434,0,537663,0,534762,0
2023-12-05 15:00:00,11282401,0,885270,0,541555,0,3455820,0,371775,0,539557,0,3520790,0,538124,0,535314,0
2023-12-05 16:00:00,11285965,0,885676,0,542056,0,3456288,0,371883,0,539932,0,3521165,0,538563,0,535718,0
2023-12-05 17:00:00,11286946,0,885706,0,542086,0,3456590,0,371913,0,539962,0,3521634,0,538593,0,535748,0
2023-12-05 18:00:00,11288012,0,885736,0,542116,0,3457120,0,371943,0,539992,0,3521960,0,538623,0,535778,0
2023-12-05 19:00:00,11289216,0,885766,0,542146,0,3457546,0,371973,0,540022,0,3522528,0,538653,0,535808,0
2023-12-05 20:00:00,11290139,0,885796,0,542176,0,3457825,0,372003,0,540052,0,3522963,0,538683,0,535838,0
2023-12-05 21:00:00,11291275,0,885826,0,542206,0,3458256,0,372033,0,540082,0,3523457,0,538713,0,535868,0
2023-12-05 22:00:00,11292435,0,885856,0,542236,0,3458676,0,372063,0,540112,0,3523987,0,538743,0,535898,0
2023-12-05 23:00:00,11293481,0,885886,0,542266,0,3459029,0,372093,0,540142,0,3524470,0,538773,0,535928,0
2023-12-06 00:00:00,11294430,0,885916,0,542296,0,3459422,0,372123,0,540172,0,3524816,0,538803,0,535958,0
2023-12-06 01:00:00,11295577,0,885946,0,542326,0,3459848,0,372153,0,540202,0,3525327,0,538833,0,535988,0
2023-12-06 02:00:00,11296600,0,885976,0,542356,0,3460242,0,372183,0,540232,0,3525746,0,538863,0,536018,0
2023-12-06 03:00:00,11297477,0,886006,0,542386,0,3460562,0,372213,0,540262,0,3526093,0,538893,0,536048,0
2023-12-06 04:00:00,11298638,0,886036,0,542416,0,3461111,0,372243,0,540292,0,3526496,0,538923,0,536078,0
2023-12-06 05:00:00,11299686,0,886066,0,542446,0,3461501,0,372273,0,540322,0,3526943,0,538953,0,536108,0
2023-12-06 06:00:00,11300669,0,886096,0,542476,0,3461933,0,372303,0,540352,0,3527284,0,538983,0,536138,0
2023-12-06 07:00:00,11301631,0,886126,0,542506,0,3462374,0,372333,0,540382,0,3527594,0,539013,0,536168,0
2023-12-06 08:00:00,11302627,0,886156,0,542536,0,3462760,0,372363,0,540412,0,3527994,0,539043,0,536198,0
2023-12-06 09:00:00,11305776,0,886472,0,542830,0,3463261,0,372483,0,540843,0,3528376,0,539443,0,536612,0
2023-12-06 10:00:00,11309423,0,886830,0,543441,0,3463584,0,372613,0,541313,0,3528780,0,539863,0,537012,0
2023-12-06 11:00:00,11311866,0,887033,0,543741,0,3463746,0,372698,0,541617,0,3529303,0,540104,0,537297,0
2023-12-06 12:00:00,11312654,0,887063,0,543771,0,3463863,0,372728,0,541647,0,3529764,0,540134,0,537327,0
2023-12-06 13:00:00,11313631,0,887093,0,543801,0,3464166,0,372758,0,541677,0,3530227,0,540164,0,537357,0
2023-12-06 14:00:00,11314975,0,887132,0,543912,0,3464603,0,372794,0,541721,0,3530632,0,540279,0,537403,0
2023-12-06 15:00:00,11318238,0,887475,0,544292,0,3464969,0,372892,0,542047,0,3531101,0,540721,0,537765,0
2023-12-06 16:00:00,11321629,0,888044,0,544750,0,3465458,0,372986,0,542355,0,3531586,0,540995,0,538116,0
2023-12-06 17:00:00,11322882,0,888074,0,544780,0,3465954,0,373016,0,542385,0,3532133,0,541025,0,538146,0
2023-12-06 18:00:00,11323954,0,888104,0,544810,0,3466375,0,373046,0,542415,0,3532575,0,541055,0,538176,0
2023-12-06 19:00:00,11324934,0,888134,0,544840,0,3466659,0,373076,0,542445,0,3533061,0,541085,0,538206,0
2023-12-06 20:00:00,11326007,0,888164,0,544870,0,3466946,0,373106,0,542475,0,3533636,0,541115,0,538236,0
2023-12-06 21:00:00,11326825,0,888194,0,544900,0,3467105,0,373136,0,542505,0,3534086,0,541145,0,538266,0
2023-12-06 22:00:00,11327938,0,888224,0,544930,0,3467539,0,373166,0,542535,0,3534555,0,541175,0,538296,0
2023-12-06 23:00:00,11329057,0,888254,0,544960,0,3468008,0,373196,0,542565,0,3534994,0,541205,0,538326,0
2023-12-07 00:00:00,11330094,0,888284,0,544990,0,3468341,0,373226,0,542595,0,3535488,0,541235,0,538356,0
2023-12-07 01:00:00,11331310,0,888314,0,545020,0,3468880,0,373256,0,542625,0,3535956,0,541265,0,538386,0
2023-12-07 02:00:00,11332316,0,888344,0,545050,0,3469288,0,373286,0,542655,0,3536343,0,541295,0,538416,0
2023-12-07 03:00:00,11333444,0,888374,0,545080,0,3469728,0,373316,0,542685,0,3536821,0,541325,0,538446,0
2023-12-07 04:00:00,11334845,0,888404,0,545110,0,3470366,0,373346,0,542715,0,3537374,0,541355,0,538476,0
2023-12-07 05:00:00,11336017,0,888434,0,545140,0,3470869,0,373376,0,542745,0,3537833,0,541385,0,538506,0
2023-12-07 06:00:00,11336973,0,888464,0,545170,0,3471234,0,373406,0,542775,0,3538215,0,541415,0,538536,0
2023-12-07 07:00:00,11338198,0,888494,0,545200,0,3471845,0,373436,0,542805,0,3538618,0,541445,0,538566,0
2023-12-07 08:00:00,11339175,0,888524,0,545230,0,3472127,0,373466,0,542835,0,3539103,0,541475,0,538596,0
2023-12-07 09:00:00,11342470,0,888987,0,545810,0,3472503,0,373558,0,543204,0,3539411,0,541852,0,538965,0
2023-12-07 10:00:00,11346370,0,889553,0,546395,0,3473053,0,373661,0,543598,0,3539964,0,542326,0,539323,0
2023-12-07 11:00:00,11349126,0,889734,0,546743,0,3473557,0,373720,0,543999,0,3540456,0,542650,0,539573,0
2023-12-07 12:00:00,11350176,0,889764,0,546773,0,3473957,0,373750,0,544029,0,3540896,0,542680,0,539603,0
2023-12-07 13:00:00,11351153,0,889794,0,546803,0,3474334,0,373780,0,544059,0,3541287,0,542710,0,539633,0
2023-12-07 14:00:00,11352430,0,889836,0,546900,0,3474611,0,373819,0,544128,0,3541780,0,542747,0,539744,0
2023-12-07 15:00:00,11356348,0,890352,0,547311,0,3475094,0,373945,0,544724,0,3542268,0,543259,0,540069,0
2023-12-07 16:00:00,11360084,0,890918,0,547776,0,3475398,0,374038,0,545220,0,3542785,0,543630,0,540528,0
2023-12-07 17:00:00,11361103,0,890948,0,547806,0,3475931,0,374068,0,545250,0,3543061,0,543660,0,540558,0
2023-12-07 18:00:00,11362261,0,890978,0,547836,0,3476378,0,374098,0,545280,0,3543561,0,543690,0,540588,0
2023-12-07 19:00:00,11363248,0,891008,0,547866,0,3476720,0,374128,0,545310,0,3543997,0,543720,0,540618,0
2023-12-07 20:00:00,11364115,0,891038,0,547896,0,3477070,0,374158,0,545340,0,3544305,0,543750,0,540648,0
2023-12-07 21:00:00,11365062,0,891068,0,547926,0,3477325,0,374188,0,545370,0,3544785,0,543780,0,540678,0
2023-12-07 22:00:00,11366186,0,891098,0,547956,0,3477713,0,374218,0,545400,0,3545311,0,543810,0,540708,0
2023-12-07 23:00:00,11367181,0,891128,0,547986,0,3478034,0,374248,0,545430,0,3545776,0,543840,0,540738,0
2023-12-08 00:00:00,11368195,0,891158,0,548016,0,3478395,0,374278,0,545460,0,3546218,0,543870,0,540768,0
